row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8,mm_DE_min,mm_DE_max,gm_Gas,gm_Biomass,gm_HydroROR,gm_HydroRes,gm_HydroPump,gm_Onshore,gm_Solar,gm_Other,gm_Price,md_M01,md_M02,md_M03,md_M04,md_M05,md_M06,md_M07,md_M08,md_M09,md_M10,md_M11,md_M12,i_PT_w1,i_PT_w2,i_PT_w3,i_PT_w4,i_PT_w5,i_PT_w6,i_PT_w7,i_PT_w8,i_FR_w1,i_FR_w2,i_FR_w3,i_FR_w4,i_FR_w5,i_FR_w6,i_FR_w7,i_FR_w8,i_IT_w1,i_IT_w2,i_IT_w3,i_IT_w4,i_IT_w5,i_IT_w6,i_IT_w7,i_IT_w8,c_PT_w1,c_PT_w2,c_PT_w3,c_PT_w4,c_PT_w5,c_PT_w6,c_PT_w7,c_PT_w8,c_FR_w1,c_FR_w2,c_FR_w3,c_FR_w4,c_FR_w5,c_FR_w6,c_FR_w7,c_FR_w8,c_IT_w1,c_IT_w2,c_IT_w3,c_IT_w4,c_IT_w5,c_IT_w6,c_IT_w7,c_IT_w8,i_GB_w1,i_GB_w2,i_GB_w3,i_GB_w4,i_GB_w5,i_GB_w6,i_GB_w7,i_GB_w8,c_GB_w1,c_GB_w2,c_GB_w3,c_GB_w4,c_GB_w5,c_GB_w6,c_GB_w7,c_GB_w8,f1_GB_w,f3_GB_w
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,31.0,2.0,6.0,28.0,33.0,17.0,12.0,0.0,0.0,10.0,0.0,21.0,2.0,13.0,75.0,52.0,39.19,113.05,189.0,105.83,86.11,90.79,93.49,,,,,,,,,108.18,189.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,21.0,2.0,13.0,102.0,0.0,1.0,0.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,0.0,14.0,17.0,11.0,3.0,0.0,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,31.0,3.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,10.0,0.0,21.0,2.0,13.0,89.0,51.8,38.99,110.0,186.43,105.0,85.0,89.59,91.66,,,,,,,,,121.95,219.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,21.0,2.0,13.0,116.0,0.0,1.0,0.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,0.0,17.0,17.0,11.0,3.0,0.0,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,31.0,11.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,2.0,13.0,105.0,51.59,38.61,107.49,184.94,104.0,83.82,88.09,89.66,,,,,,,,,81.34,164.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,0.0,21.0,2.0,13.0,135.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,4.0,17.0,17.0,11.0,3.0,0.0,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,31.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,2.0,13.0,123.0,51.38,38.3,105.12,182.49,103.09,82.29,86.08,87.82,,,,,,,,,67.71,161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,0.0,21.0,2.0,13.0,153.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,4.0,17.0,17.0,11.0,3.0,0.0,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,45.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,2.0,13.0,134.0,51.19,38.05,103.55,180.18,102.0,81.17,85.0,86.04,,,,,,,,,95.53,161.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,0.0,21.0,2.0,13.0,166.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,4.0,17.0,17.0,11.0,3.0,0.0,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,51.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,10.0,13.0,148.0,51.0,37.82,101.47,179.9,101.0,79.96,83.34,84.21,,,,,,,,,77.45,181.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,21.0,10.0,13.0,181.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,4.0,17.0,17.0,11.0,3.0,0.0,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,54.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,10.0,13.0,163.0,50.87,37.55,100.03,178.04,100.0,78.05,82.03,82.33,,,,,,,,,71.1,168.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,21.0,10.0,13.0,203.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,5.0,4.0,17.0,17.0,11.0,3.0,0.0,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,57.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,10.0,13.0,178.0,50.55,37.21,99.19,176.07,99.7,76.15,80.4,80.96,,,,,,,,,126.59,197.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,21.0,10.0,13.0,218.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,6.0,4.0,17.0,17.0,11.0,3.0,0.0,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,57.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,10.0,13.0,191.0,50.45,37.0,97.91,174.96,99.0,75.0,79.43,79.2,,,,,,,,,136.59,222.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,21.0,10.0,13.0,236.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,6.0,4.0,17.0,17.0,11.0,3.0,0.0,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,57.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,14.0,0.0,21.0,10.0,13.0,208.0,50.24,36.7,96.08,172.77,97.96,73.55,78.0,77.63,,,,,,,,,127.65,298.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,21.0,10.0,13.0,253.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,6.0,4.0,17.0,17.0,11.0,3.0,0.0,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,59.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,17.0,0.0,21.0,10.0,13.0,225.0,50.1,36.29,95.0,171.04,96.94,71.94,76.78,75.91,,,,,,,,,110.01,174.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,21.0,10.0,13.0,272.0,0.0,1.0,4.0,2.0,16.0,21.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,6.0,4.0,17.0,17.0,11.0,3.0,0.0,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,83.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,17.0,0.0,21.0,10.0,13.0,238.0,50.0,36.06,93.51,170.0,95.7,70.74,75.47,73.86,,,,,,,,,118.77,169.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,21.0,10.0,13.0,288.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,88.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,17.0,0.0,21.0,10.0,13.0,247.0,49.87,35.66,92.54,168.52,95.0,69.74,73.9,70.68,,,,,,,,,106.78,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,21.0,10.0,13.0,297.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,88.0,12.0,8.0,28.0,33.0,17.0,12.0,0.0,0.0,17.0,0.0,21.0,10.0,13.0,252.0,49.53,35.21,91.45,166.78,94.09,68.0,72.18,67.81,,,,,,,,,88.53,193.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,21.0,10.0,13.0,302.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,88.0,12.0,15.0,28.0,33.0,17.0,12.0,0.0,0.0,17.0,0.0,21.0,10.0,13.0,264.0,49.2,35.0,90.07,165.02,93.32,66.01,70.77,65.19,,,,,,,,,81.52,166.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,21.0,10.0,13.0,312.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,88.0,12.0,15.0,28.0,33.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,10.0,13.0,271.0,49.0,34.64,89.5,163.95,92.5,64.93,69.99,62.69,,,,,,,,,75.51,127.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,10.0,13.0,312.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,88.0,12.0,15.0,28.0,33.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,10.0,13.0,278.0,48.87,34.27,88.61,162.12,91.82,63.09,68.64,60.13,,,,,,,,,50.99,152.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,10.0,13.0,318.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,110.0,12.0,15.0,28.0,33.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,10.0,13.0,286.0,48.56,34.01,87.34,160.96,91.0,61.28,66.62,56.51,,,,,,,,,40.4,115.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,10.0,13.0,325.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,4.0,17.0,17.0,11.0,3.0,0.0,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,119.0,12.0,15.0,28.0,36.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,14.0,13.0,293.0,48.34,33.64,86.6,160.0,90.3,60.0,65.0,53.59,,,,,,,,,64.75,154.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,14.0,13.0,325.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,120.0,12.0,15.0,28.0,36.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,20.0,13.0,300.0,48.03,33.32,85.08,158.26,90.0,58.83,62.56,50.16,,,,,,,,,37.1,148.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,20.0,13.0,331.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,120.0,12.0,15.0,28.0,36.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,25.0,13.0,306.0,47.8,33.01,84.27,156.17,89.42,56.83,60.33,46.3,,,,,,,,,89.91,233.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,25.0,13.0,331.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,120.0,12.0,15.0,28.0,36.0,17.0,12.0,0.0,0.0,29.0,0.0,21.0,33.0,13.0,313.0,47.5,32.7,83.35,155.0,88.44,55.2,58.58,42.56,,,,,,,,,101.48,175.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,33.0,13.0,331.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,120.0,12.0,15.0,28.0,36.0,17.0,15.0,0.0,0.0,29.0,0.0,21.0,44.0,13.0,318.0,47.25,32.32,82.54,153.33,87.46,54.0,55.91,38.88,,,,,,,,,99.6,174.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,44.0,13.0,331.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,121.0,12.0,15.0,28.0,36.0,17.0,20.0,0.0,0.0,29.0,0.0,21.0,51.0,13.0,325.0,47.01,32.05,81.07,151.94,86.24,51.99,53.69,36.08,,,,,,,,,106.93,161.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,51.0,13.0,338.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,2.0,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,122.0,12.0,15.0,28.0,36.0,17.0,25.0,0.0,0.0,29.0,0.0,21.0,58.0,13.0,333.0,46.85,31.66,80.0,150.3,85.2,50.2,51.41,34.68,,,,,,,,,97.27,158.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,58.0,13.0,346.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,8.0,5.0,17.0,17.0,11.0,3.0,5.0,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,137.0,12.0,15.0,28.0,36.0,17.0,25.0,0.0,0.0,29.0,0.0,21.0,71.0,13.0,338.0,46.5,31.26,79.19,149.95,84.82,49.05,50.0,32.31,,,,,,,,,2.84,146.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,71.0,13.0,351.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,137.0,12.0,15.0,28.0,36.0,19.0,25.0,0.0,0.0,29.0,0.0,21.0,81.0,13.0,339.0,46.18,30.96,78.02,148.58,83.9,47.22,47.56,29.81,,,,,,,,,0.01,183.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,81.0,13.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,137.0,12.0,15.0,28.0,36.0,19.0,25.0,0.0,0.0,29.0,0.0,21.0,98.0,13.0,339.0,46.0,30.58,76.72,147.62,82.85,45.38,45.59,27.5,,,,,,,,,14.34,180.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,98.0,13.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,137.0,12.0,15.0,28.0,36.0,24.0,25.0,0.0,0.0,29.0,0.0,21.0,98.0,13.0,339.0,45.77,30.29,75.57,146.0,81.76,43.64,43.78,24.74,,,,,,,,,-4.28,146.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,98.0,13.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,137.0,12.0,15.0,28.0,36.0,26.0,25.0,0.0,0.0,29.0,0.0,21.0,98.0,13.0,339.0,45.5,30.02,74.53,144.95,80.5,41.8,41.22,22.98,,,,,,,,,0.02,165.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,98.0,13.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,137.0,12.0,15.0,28.0,36.0,26.0,25.0,0.0,0.0,29.0,0.0,21.0,98.0,13.0,339.0,45.17,29.9,73.35,143.0,80.0,40.08,39.68,20.49,,,,,,,,,8.08,216.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,98.0,13.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10.0,5.0,17.0,17.0,11.0,3.0,5.0,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,137.0,12.0,15.0,28.0,36.0,29.0,26.0,0.0,0.0,29.0,0.0,21.0,102.0,16.0,339.0,45.0,29.51,72.02,141.11,78.85,38.51,37.93,18.06,,,,,,,,,-0.34,174.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,102.0,16.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,11.0,5.0,17.0,17.0,11.0,3.0,5.0,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,137.0,12.0,15.0,28.0,36.0,33.0,26.0,0.0,0.0,29.0,0.0,21.0,116.0,16.0,339.0,44.71,29.1,70.68,140.0,77.62,35.79,35.62,15.32,,,,,,,,,-2.26,136.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,116.0,16.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,12.0,5.0,17.0,17.0,11.0,3.0,5.0,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,137.0,12.0,15.0,28.0,40.0,33.0,26.0,0.0,0.0,29.0,0.0,21.0,136.0,16.0,339.0,44.4,28.88,69.61,138.53,76.2,35.01,35.0,12.88,,,,,,,,,76.02,174.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,136.0,16.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,12.0,5.0,17.0,17.0,11.0,3.0,5.0,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,138.0,16.0,17.0,28.0,44.0,33.0,26.0,0.0,0.0,29.0,0.0,21.0,156.0,16.0,339.0,44.07,28.5,68.26,136.24,75.0,35.0,33.6,11.07,,,,,,,,,96.44,205.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,156.0,16.0,352.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,12.0,5.0,17.0,17.0,11.0,3.0,5.0,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,141.0,21.0,17.0,28.0,44.0,33.0,30.0,0.0,0.0,29.0,0.0,21.0,170.0,16.0,345.0,43.81,28.1,66.84,135.0,74.0,35.0,31.17,9.45,,,,,,,,,97.38,199.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,170.0,16.0,356.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,12.0,5.0,17.0,17.0,11.0,3.0,5.0,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,150.0,30.0,17.0,31.0,44.0,33.0,35.0,0.0,0.0,29.0,0.0,21.0,176.0,16.0,352.0,43.5,27.92,65.71,133.1,72.52,33.0,30.0,7.73,,,,,,,,,96.71,173.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,176.0,16.0,362.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,10.0,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,153.0,40.0,17.0,31.0,44.0,33.0,35.0,0.0,0.0,29.0,0.0,21.0,176.0,16.0,359.0,43.1,27.52,64.69,131.0,70.81,30.1,28.3,6.29,,,,,,,,,103.83,155.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,176.0,16.0,369.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,10.0,,
