doy,DE_2019_min,DE_2020_min,DE_2021_min,DE_2022_min,DE_2023_min,DE_2024_min,DE_2025_min,DE_2026_min,DE_2027_min,DE_2028_min,DE_2029_min,DE_2030_min,DE_2031_min,DE_2032_min,DE_2033_min,DE_2034_min,DE_2035_min,ES_2019_min,ES_2020_min,ES_2021_min,ES_2022_min,ES_2023_min,ES_2024_min,ES_2025_min,ES_2026_min,ES_2027_min,ES_2028_min,ES_2029_min,ES_2030_min,ES_2031_min,ES_2032_min,ES_2033_min,ES_2034_min,ES_2035_min,PT_2019_min,PT_2020_min,PT_2021_min,PT_2022_min,PT_2023_min,PT_2024_min,PT_2025_min,PT_2026_min,PT_2027_min,PT_2028_min,PT_2029_min,PT_2030_min,PT_2031_min,PT_2032_min,PT_2033_min,PT_2034_min,PT_2035_min,FR_2019_min,FR_2020_min,FR_2021_min,FR_2022_min,FR_2023_min,FR_2024_min,FR_2025_min,FR_2026_min,FR_2027_min,FR_2028_min,FR_2029_min,FR_2030_min,FR_2031_min,FR_2032_min,FR_2033_min,FR_2034_min,FR_2035_min,IT_2019_min,IT_2020_min,IT_2021_min,IT_2022_min,IT_2023_min,IT_2024_min,IT_2025_min,IT_2026_min,IT_2027_min,IT_2028_min,IT_2029_min,IT_2030_min,IT_2031_min,IT_2032_min,IT_2033_min,IT_2034_min,IT_2035_min,DE_2019_max,DE_2020_max,DE_2021_max,DE_2022_max,DE_2023_max,DE_2024_max,DE_2025_max,DE_2026_max,DE_2027_max,DE_2028_max,DE_2029_max,DE_2030_max,DE_2031_max,DE_2032_max,DE_2033_max,DE_2034_max,DE_2035_max,ES_2019_max,ES_2020_max,ES_2021_max,ES_2022_max,ES_2023_max,ES_2024_max,ES_2025_max,ES_2026_max,ES_2027_max,ES_2028_max,ES_2029_max,ES_2030_max,ES_2031_max,ES_2032_max,ES_2033_max,ES_2034_max,ES_2035_max,PT_2019_max,PT_2020_max,PT_2021_max,PT_2022_max,PT_2023_max,PT_2024_max,PT_2025_max,PT_2026_max,PT_2027_max,PT_2028_max,PT_2029_max,PT_2030_max,PT_2031_max,PT_2032_max,PT_2033_max,PT_2034_max,PT_2035_max,FR_2019_max,FR_2020_max,FR_2021_max,FR_2022_max,FR_2023_max,FR_2024_max,FR_2025_max,FR_2026_max,FR_2027_max,FR_2028_max,FR_2029_max,FR_2030_max,FR_2031_max,FR_2032_max,FR_2033_max,FR_2034_max,FR_2035_max,IT_2019_max,IT_2020_max,IT_2021_max,IT_2022_max,IT_2023_max,IT_2024_max,IT_2025_max,IT_2026_max,IT_2027_max,IT_2028_max,IT_2029_max,IT_2030_max,IT_2031_max,IT_2032_max,IT_2033_max,IT_2034_max,IT_2035_max,DE_2019_mean,DE_2020_mean,DE_2021_mean,DE_2022_mean,DE_2023_mean,DE_2024_mean,DE_2025_mean,DE_2026_mean,DE_2027_mean,DE_2028_mean,DE_2029_mean,DE_2030_mean,DE_2031_mean,DE_2032_mean,DE_2033_mean,DE_2034_mean,DE_2035_mean,ES_2019_mean,ES_2020_mean,ES_2021_mean,ES_2022_mean,ES_2023_mean,ES_2024_mean,ES_2025_mean,ES_2026_mean,ES_2027_mean,ES_2028_mean,ES_2029_mean,ES_2030_mean,ES_2031_mean,ES_2032_mean,ES_2033_mean,ES_2034_mean,ES_2035_mean,PT_2019_mean,PT_2020_mean,PT_2021_mean,PT_2022_mean,PT_2023_mean,PT_2024_mean,PT_2025_mean,PT_2026_mean,PT_2027_mean,PT_2028_mean,PT_2029_mean,PT_2030_mean,PT_2031_mean,PT_2032_mean,PT_2033_mean,PT_2034_mean,PT_2035_mean,FR_2019_mean,FR_2020_mean,FR_2021_mean,FR_2022_mean,FR_2023_mean,FR_2024_mean,FR_2025_mean,FR_2026_mean,FR_2027_mean,FR_2028_mean,FR_2029_mean,FR_2030_mean,FR_2031_mean,FR_2032_mean,FR_2033_mean,FR_2034_mean,FR_2035_mean,IT_2019_mean,IT_2020_mean,IT_2021_mean,IT_2022_mean,IT_2023_mean,IT_2024_mean,IT_2025_mean,IT_2026_mean,IT_2027_mean,IT_2028_mean,IT_2029_mean,IT_2030_mean,IT_2031_mean,IT_2032_mean,IT_2033_mean,IT_2034_mean,IT_2035_mean
188,6.77,-3.05,75.07,155.02,64.98,-48.07,50.67,-2.84,,,,,,,,,,42.41,18.5,86.74,108.01,64.98,-1.01,3.6,70.0,,,,,,,,,,42.41,18.5,86.74,110.0,64.98,-1.01,4.31,78.53,,,,,,,,,,11.6,8.39,75.07,293.93,64.98,-54.63,3.6,-0.01,,,,,,,,,,35.85,18.01,95.0,370.0,105.38,80.0,97.0,116.79,,,,,,,,,,37.02,35.94,133.48,296.72,173.24,63.52,152.29,120.76,,,,,,,,,,55.17,37.23,108.01,169.0,126.87,79.74,106.65,164.56,,,,,,,,,,55.17,37.23,108.01,169.0,126.87,79.74,106.65,164.56,,,,,,,,,,37.02,37.23,133.48,424.03,124.27,20.39,92.27,135.07,,,,,,,,,,57.99,46.5,137.33,482.0,162.99,117.0,147.24,175.64,,,,,,,,,,25.12,15.55,99.73,211.04,101.91,0.69,98.74,72.6,,,,,,,,,,48.67,28.96,98.18,125.24,101.22,30.12,57.85,114.15,,,,,,,,,,48.67,28.96,98.18,125.88,101.22,30.12,59.57,118.01,,,,,,,,,,25.69,27.71,98.73,380.3,92.21,-6.59,37.75,72.75,,,,,,,,,,42.38,33.22,112.48,413.28,121.02,98.73,117.91,142.26,,,,,,,,,
189,29.55,24.36,78.07,178.56,16.71,-22.37,53.04,7.9,,,,,,,,,,40.17,27.15,77.5,120.89,35.0,-1.01,1.72,40.0,,,,,,,,,,41.76,27.15,77.5,120.89,55.0,-1.01,1.72,87.37,,,,,,,,,,21.38,27.15,77.5,298.82,29.42,-20.84,0.0,0.56,,,,,,,,,,36.74,27.15,85.2,360.0,65.0,81.17,81.72,130.1,,,,,,,,,,42.9,40.84,150.0,422.59,132.86,133.17,123.34,160.62,,,,,,,,,,57.69,40.84,102.1,169.12,132.86,104.58,110.69,165.71,,,,,,,,,,57.69,40.84,102.1,169.12,132.86,104.58,110.69,165.71,,,,,,,,,,42.9,40.84,106.82,480.0,132.86,104.58,101.59,159.24,,,,,,,,,,62.18,42.81,123.42,480.0,141.24,142.09,132.92,179.35,,,,,,,,,,35.56,32.27,108.78,304.64,82.97,28.25,89.48,100.74,,,,,,,,,,51.82,35.5,93.83,146.59,88.89,38.03,48.16,110.62,,,,,,,,,,51.94,35.5,93.83,146.59,91.86,38.04,48.96,123.9,,,,,,,,,,34.61,35.36,93.63,405.87,82.31,17.54,37.75,94.53,,,,,,,,,,52.24,34.28,110.34,421.5,106.24,102.19,108.6,147.04,,,,,,,,,
190,29.43,29.55,75.15,11.94,36.99,29.45,37.78,38.01,,,,,,,,,,46.5,29.55,82.5,129.5,40.98,31.98,35.1,23.76,,,,,,,,,,46.5,29.55,82.5,129.5,50.0,31.98,35.1,46.98,,,,,,,,,,20.95,29.55,75.15,251.07,37.11,31.98,0.0,23.76,,,,,,,,,,45.58,29.55,80.07,278.47,65.0,88.78,59.73,136.02,,,,,,,,,,47.9,55.0,107.97,247.14,134.1,257.35,138.24,213.31,,,,,,,,,,55.62,40.6,107.63,179.85,134.1,115.15,155.75,173.55,,,,,,,,,,55.62,40.6,107.63,179.85,134.1,115.15,155.75,173.55,,,,,,,,,,47.0,55.0,107.63,392.71,134.1,115.15,115.91,174.43,,,,,,,,,,65.65,56.82,109.58,460.79,150.0,140.49,132.35,201.9,,,,,,,,,,37.71,41.56,91.4,127.01,89.47,90.22,92.32,125.19,,,,,,,,,,52.13,38.05,93.78,148.47,90.87,72.47,90.72,112.59,,,,,,,,,,52.13,38.05,93.78,148.47,92.15,73.4,90.72,119.56,,,,,,,,,,35.96,41.56,90.67,328.77,88.5,67.9,49.62,111.06,,,,,,,,,,54.95,42.09,97.49,368.13,105.13,108.32,100.23,153.68,,,,,,,,,
191,32.92,30.21,65.81,11.85,72.22,2.71,39.51,37.36,,,,,,,,,,42.01,30.0,73.0,116.62,88.32,8.3,74.0,37.36,,,,,,,,,,42.01,30.0,73.0,116.62,88.32,8.3,74.0,43.76,,,,,,,,,,26.49,30.0,70.25,130.96,88.32,8.3,11.9,37.36,,,,,,,,,,43.7,30.0,71.39,148.6,105.0,95.0,72.11,124.69,,,,,,,,,,53.19,51.96,100.05,389.17,180.07,151.5,134.67,186.68,,,,,,,,,,56.57,43.82,100.05,184.0,151.65,141.94,170.0,168.0,,,,,,,,,,56.57,43.82,100.05,184.0,151.65,141.94,170.0,168.0,,,,,,,,,,53.19,51.7,100.05,390.45,173.42,108.02,111.0,168.0,,,,,,,,,,59.62,52.66,108.49,458.46,173.42,158.7,136.25,181.87,,,,,,,,,,41.6,42.35,80.49,134.82,115.06,73.88,90.73,123.57,,,,,,,,,,51.88,40.16,90.78,139.41,110.62,71.49,106.89,117.97,,,,,,,,,,51.88,40.16,90.78,139.41,110.62,74.01,106.89,120.36,,,,,,,,,,40.59,41.47,81.64,226.39,116.44,47.47,65.08,119.34,,,,,,,,,,50.92,41.07,92.07,323.23,127.94,114.68,106.6,148.42,,,,,,,,,
192,35.0,29.17,64.0,269.27,46.39,44.58,32.04,-0.98,,,,,,,,,,49.0,29.52,67.98,135.06,87.12,45.06,55.4,-0.01,,,,,,,,,,49.0,29.52,67.98,135.06,87.12,45.06,55.4,-0.01,,,,,,,,,,27.86,29.9,64.0,269.06,77.36,31.56,22.38,-0.01,,,,,,,,,,42.0,31.03,65.0,344.61,109.66,99.02,86.61,99.41,,,,,,,,,,53.99,42.94,103.63,469.9,180.99,164.08,118.08,156.38,,,,,,,,,,58.29,42.94,103.63,191.39,128.21,131.98,138.16,155.34,,,,,,,,,,58.29,42.94,103.63,191.39,128.21,131.98,138.16,155.34,,,,,,,,,,53.99,42.94,103.63,469.9,128.21,105.0,100.0,155.34,,,,,,,,,,63.9,43.95,109.31,480.0,169.99,169.62,147.56,167.64,,,,,,,,,,46.09,36.24,77.45,378.72,103.85,81.76,88.4,93.56,,,,,,,,,,54.28,37.28,89.87,157.41,104.38,87.28,98.22,85.9,,,,,,,,,,54.28,37.28,89.87,157.41,104.38,87.39,98.22,86.24,,,,,,,,,,44.29,37.64,77.45,390.23,102.02,69.53,56.7,90.27,,,,,,,,,,54.08,39.35,87.47,416.56,122.94,115.79,116.64,143.92,,,,,,,,,
193,37.33,22.42,72.92,260.07,12.92,44.48,0.0,-10.71,,,,,,,,,,53.05,25.74,72.68,123.55,86.75,50.98,0.85,-1.11,,,,,,,,,,53.05,25.74,72.68,123.55,86.75,52.0,0.85,-1.08,,,,,,,,,,26.81,25.12,72.92,330.04,72.33,46.8,0.0,-1.11,,,,,,,,,,48.13,25.12,86.22,341.5,99.94,101.44,48.29,61.14,,,,,,,,,,58.4,37.73,120.49,506.69,151.89,184.33,125.02,144.93,,,,,,,,,,60.1,37.73,105.98,201.6,123.79,111.39,133.0,150.96,,,,,,,,,,58.81,37.73,105.98,201.6,123.79,111.39,133.0,150.96,,,,,,,,,,53.74,37.73,120.49,513.59,123.79,111.39,117.17,144.93,,,,,,,,,,62.34,41.32,120.69,513.59,149.99,183.31,135.47,180.1,,,,,,,,,,45.35,28.49,93.98,379.19,88.04,91.84,72.58,74.6,,,,,,,,,,57.1,29.0,86.55,156.23,100.74,83.43,75.91,72.55,,,,,,,,,,56.95,29.0,86.55,156.23,100.74,83.68,75.91,72.84,,,,,,,,,,41.03,29.27,93.85,433.95,98.19,77.53,56.82,74.43,,,,,,,,,,55.56,31.51,104.23,435.84,118.89,118.4,101.4,130.14,,,,,,,,,
194,33.51,14.76,75.2,183.63,50.02,50.52,0.0,32.9,,,,,,,,,,46.6,24.1,81.02,140.0,88.72,24.45,0.0,50.98,,,,,,,,,,46.6,24.1,81.02,140.0,88.72,29.65,0.0,64.94,,,,,,,,,,28.75,14.76,75.2,325.04,74.22,24.45,0.0,50.98,,,,,,,,,,39.79,20.63,87.93,350.68,93.0,99.94,61.75,127.01,,,,,,,,,,41.2,37.74,109.88,456.57,137.89,109.92,127.7,183.0,,,,,,,,,,55.5,41.2,106.97,190.0,137.31,90.22,134.62,205.42,,,,,,,,,,55.5,41.2,106.97,190.0,137.31,90.22,134.62,205.42,,,,,,,,,,41.2,37.74,109.88,529.0,137.31,89.93,126.94,164.74,,,,,,,,,,54.76,39.55,126.14,508.39,145.05,156.74,129.55,187.47,,,,,,,,,,36.89,24.51,94.23,352.03,97.51,86.91,73.22,119.91,,,,,,,,,,50.86,28.81,95.34,160.79,103.67,59.62,64.34,126.38,,,,,,,,,,50.86,28.81,95.34,160.79,103.67,59.93,64.34,127.65,,,,,,,,,,36.08,24.64,93.41,447.88,100.48,53.56,49.15,114.73,,,,,,,,,,45.31,27.75,107.1,440.06,111.8,114.45,105.73,151.69,,,,,,,,,
195,32.04,25.07,71.18,239.44,53.46,-14.9,55.82,51.82,,,,,,,,,,43.0,25.1,72.67,140.0,45.68,0.0,18.21,61.92,,,,,,,,,,43.0,25.1,72.67,142.45,45.68,0.0,18.21,61.92,,,,,,,,,,25.58,25.07,10.33,288.67,45.68,-14.8,18.21,61.92,,,,,,,,,,34.04,25.07,82.1,389.55,93.18,75.05,99.3,136.2,,,,,,,,,,43.72,45.56,111.11,436.27,140.19,88.95,141.57,182.48,,,,,,,,,,58.31,39.27,95.41,178.17,118.0,107.51,126.64,172.45,,,,,,,,,,58.31,39.27,95.41,178.17,118.0,107.51,126.64,172.45,,,,,,,,,,43.72,45.56,95.41,438.43,104.79,89.19,117.84,173.29,,,,,,,,,,55.23,47.14,110.55,543.0,126.5,158.13,151.34,180.8,,,,,,,,,,35.76,34.54,87.46,362.86,93.98,30.81,98.1,124.99,,,,,,,,,,48.99,34.04,82.74,159.01,86.61,52.64,83.87,124.31,,,,,,,,,,48.99,34.04,82.74,168.51,87.05,52.76,83.87,124.31,,,,,,,,,,32.96,35.04,69.33,381.14,77.77,31.49,52.26,121.04,,,,,,,,,,41.41,35.81,99.11,446.16,102.84,108.95,120.16,151.49,,,,,,,,,
196,34.93,27.45,74.91,190.0,-1.03,-73.96,40.2,62.92,,,,,,,,,,42.89,26.77,69.61,126.0,1.64,-0.95,29.95,90.98,,,,,,,,,,42.89,26.77,69.61,135.05,19.32,-0.95,29.95,90.98,,,,,,,,,,25.98,26.77,0.1,305.01,-1.0,-74.02,20.82,90.98,,,,,,,,,,42.5,28.6,73.25,389.21,87.2,90.37,100.0,142.42,,,,,,,,,,50.06,46.08,105.0,433.99,88.36,115.8,141.99,205.98,,,,,,,,,,57.31,38.3,98.0,184.01,107.02,109.91,135.87,191.95,,,,,,,,,,57.31,38.3,98.0,184.01,107.02,109.91,135.87,191.95,,,,,,,,,,50.06,45.0,96.7,444.45,89.0,106.12,100.79,194.54,,,,,,,,,,61.09,46.7,109.9,500.0,147.52,171.91,168.85,198.27,,,,,,,,,,41.5,36.83,89.7,332.62,31.28,24.11,90.09,137.56,,,,,,,,,,52.12,33.58,87.58,149.3,60.69,50.53,83.05,138.69,,,,,,,,,,52.12,33.58,87.58,150.23,66.74,50.76,83.05,138.69,,,,,,,,,,39.78,35.18,75.02,400.19,27.88,18.75,58.1,138.72,,,,,,,,,,52.61,37.55,96.61,442.52,105.25,110.91,122.01,168.03,,,,,,,,,
197,33.13,28.73,70.01,-0.1,-60.04,-0.07,68.06,87.48,,,,,,,,,,43.59,26.0,70.99,103.5,15.69,3.74,69.84,75.79,,,,,,,,,,43.59,26.0,70.99,103.91,15.69,3.74,69.84,75.79,,,,,,,,,,33.13,28.73,59.79,215.9,-40.45,3.74,28.81,95.36,,,,,,,,,,42.06,31.16,85.0,344.38,79.61,90.68,95.47,145.66,,,,,,,,,,52.64,57.38,101.87,357.55,114.38,224.96,129.04,311.68,,,,,,,,,,57.25,37.11,101.55,176.16,114.95,109.37,175.49,185.84,,,,,,,,,,57.25,37.11,101.55,176.16,114.95,109.37,175.49,185.84,,,,,,,,,,52.64,48.52,101.55,378.91,114.95,93.93,122.84,230.03,,,,,,,,,,52.77,48.52,116.85,503.0,165.19,172.89,153.8,230.03,,,,,,,,,,43.13,41.83,84.5,166.31,20.15,77.45,96.19,160.15,,,,,,,,,,51.66,31.28,88.14,131.71,60.17,55.54,102.55,135.24,,,,,,,,,,51.66,31.28,88.14,132.56,60.17,55.54,102.55,135.24,,,,,,,,,,43.13,40.06,83.02,311.8,21.98,46.62,67.68,153.0,,,,,,,,,,46.48,40.7,99.82,419.56,107.57,115.65,117.41,170.23,,,,,,,,,
198,37.28,28.97,16.92,40.02,0.0,-11.48,49.78,98.2,,,,,,,,,,45.63,27.04,83.25,69.05,70.0,59.79,73.0,98.2,,,,,,,,,,45.63,27.04,83.25,78.09,70.0,59.79,73.0,98.2,,,,,,,,,,37.28,27.04,16.92,100.71,19.95,0.0,51.21,98.2,,,,,,,,,,42.0,29.0,85.08,228.47,95.24,100.1,95.31,151.67,,,,,,,,,,55.03,58.7,81.06,434.95,129.66,121.6,132.0,165.75,,,,,,,,,,57.31,39.93,101.3,179.27,126.44,125.02,129.85,166.6,,,,,,,,,,57.31,39.93,101.3,179.27,126.44,125.02,129.85,166.6,,,,,,,,,,54.01,53.87,86.59,464.99,126.44,117.23,125.8,160.0,,,,,,,,,,58.05,48.64,102.15,474.99,169.97,181.56,148.5,178.57,,,,,,,,,,45.91,44.43,60.66,229.66,81.29,51.14,92.77,138.25,,,,,,,,,,52.8,34.75,90.83,104.21,88.64,87.04,102.29,139.99,,,,,,,,,,52.8,34.75,90.83,108.53,88.64,87.04,102.29,139.99,,,,,,,,,,45.25,40.25,62.54,247.69,81.66,44.37,90.83,136.65,,,,,,,,,,48.27,41.21,93.19,360.88,117.08,118.36,115.78,162.74,,,,,,,,,
199,37.06,28.68,-5.0,271.57,78.81,10.8,71.2,,,,,,,,,,,45.96,26.5,7.0,91.27,81.66,69.66,71.08,,,,,,,,,,,45.96,26.5,70.39,91.27,81.66,69.66,71.08,,,,,,,,,,,27.89,28.68,-5.0,282.44,68.55,17.04,71.2,,,,,,,,,,,43.58,28.76,60.0,341.43,95.06,101.25,98.0,,,,,,,,,,,54.79,44.86,94.19,679.54,188.0,187.95,146.55,,,,,,,,,,,58.39,37.0,100.38,150.01,120.01,127.0,119.39,,,,,,,,,,,58.39,37.0,100.38,150.01,120.01,127.0,119.39,,,,,,,,,,,48.96,44.86,94.19,686.53,188.0,125.26,119.39,,,,,,,,,,,57.83,45.2,102.05,617.64,188.0,185.1,153.05,,,,,,,,,,,43.74,37.44,46.71,398.28,107.0,76.79,101.22,,,,,,,,,,,53.74,32.16,74.66,116.86,97.34,94.87,94.17,,,,,,,,,,,53.74,32.16,81.11,116.86,97.37,94.87,94.17,,,,,,,,,,,40.69,36.84,46.87,488.22,104.28,74.67,91.87,,,,,,,,,,,49.87,37.96,82.2,462.8,120.42,124.47,120.7,,,,,,,,,,
200,36.66,23.09,64.4,241.92,62.24,33.96,-0.01,,,,,,,,,,,47.07,25.75,92.09,118.49,77.09,79.21,0.0,,,,,,,,,,,47.07,25.75,92.09,118.49,77.09,79.21,0.0,,,,,,,,,,,29.75,25.43,65.63,318.72,64.21,37.79,0.0,,,,,,,,,,,47.39,25.43,78.31,339.79,96.37,100.01,72.0,,,,,,,,,,,57.0,39.45,115.2,581.25,128.58,227.6,114.47,,,,,,,,,,,57.17,39.45,109.28,182.49,116.03,138.23,106.8,,,,,,,,,,,57.17,39.45,109.28,182.49,116.03,138.23,106.8,,,,,,,,,,,50.6,39.45,109.28,650.0,116.03,138.23,106.8,,,,,,,,,,,62.8,40.69,114.5,650.0,205.0,185.26,150.15,,,,,,,,,,,44.99,28.9,90.32,386.2,96.62,90.75,68.78,,,,,,,,,,,52.51,31.26,99.2,143.25,94.54,101.62,46.11,,,,,,,,,,,52.51,31.26,99.05,143.25,94.54,101.62,46.11,,,,,,,,,,,42.66,29.99,90.25,522.3,88.32,82.04,42.3,,,,,,,,,,,54.99,30.85,100.08,496.28,128.76,121.44,117.31,,,,,,,,,,
201,27.79,19.46,75.87,228.72,69.41,36.2,-0.01,,,,,,,,,,,45.0,25.6,94.0,136.5,75.03,68.72,-1.01,,,,,,,,,,,45.0,25.6,94.0,136.5,75.03,68.72,-1.01,,,,,,,,,,,27.63,19.46,77.38,314.99,70.64,39.84,-0.01,,,,,,,,,,,38.07,19.46,94.54,370.13,92.78,100.41,65.0,,,,,,,,,,,39.2,40.42,114.85,526.26,143.55,190.46,116.0,,,,,,,,,,,56.94,40.42,111.36,154.35,112.47,121.22,92.0,,,,,,,,,,,56.94,40.42,110.5,154.35,112.47,121.22,92.0,,,,,,,,,,,39.2,40.42,111.36,820.87,145.01,121.22,78.33,,,,,,,,,,,52.54,44.07,122.14,650.65,182.65,177.02,141.86,,,,,,,,,,,34.57,27.66,91.41,339.14,96.9,86.47,70.92,,,,,,,,,,,50.21,29.8,102.61,146.53,93.66,97.18,27.79,,,,,,,,,,,50.21,29.8,101.9,146.53,93.66,97.18,27.79,,,,,,,,,,,32.63,28.02,90.9,593.22,96.02,79.12,20.75,,,,,,,,,,,44.26,28.72,110.21,542.63,119.97,118.74,111.69,,,,,,,,,,
202,9.75,25.11,75.93,307.94,83.92,-4.65,81.73,,,,,,,,,,,43.0,26.0,100.83,111.25,74.0,-0.01,5.11,,,,,,,,,,,43.0,26.0,100.83,111.25,74.9,-0.01,5.11,,,,,,,,,,,16.98,26.0,76.15,345.07,68.39,-0.01,0.0,,,,,,,,,,,35.33,26.0,89.26,369.06,99.64,91.0,108.49,,,,,,,,,,,46.62,43.9,113.59,515.45,153.77,134.75,126.56,,,,,,,,,,,57.69,41.0,110.64,151.22,111.51,101.01,169.2,,,,,,,,,,,57.69,41.0,110.64,151.22,111.51,101.01,169.2,,,,,,,,,,,46.62,43.9,110.64,706.1,111.51,88.31,81.13,,,,,,,,,,,56.88,47.88,116.66,650.65,145.99,168.61,150.27,,,,,,,,,,,31.76,32.95,89.99,398.49,104.15,59.32,100.78,,,,,,,,,,,49.97,35.53,106.01,139.21,93.28,48.03,62.31,,,,,,,,,,,49.97,35.53,106.01,140.93,93.31,48.09,62.31,,,,,,,,,,,32.52,35.4,91.02,551.59,89.62,49.56,26.58,,,,,,,,,,,43.26,37.28,103.58,543.76,114.21,109.92,120.62,,,,,,,,,,
203,34.16,22.46,74.0,274.04,19.52,-0.21,0.17,,,,,,,,,,,52.0,26.51,95.75,110.1,69.6,-0.25,31.11,,,,,,,,,,,52.0,26.51,95.75,110.1,69.6,-0.03,31.11,,,,,,,,,,,22.77,26.51,74.12,331.01,19.52,-0.25,1.14,,,,,,,,,,,43.21,30.28,89.5,350.2,92.07,65.3,97.77,,,,,,,,,,,53.94,42.74,105.25,494.6,118.75,128.12,113.22,,,,,,,,,,,57.69,42.93,106.04,157.49,115.67,95.44,138.83,,,,,,,,,,,57.69,42.93,106.04,157.49,115.67,95.44,138.83,,,,,,,,,,,53.94,42.93,105.25,720.52,97.79,65.0,113.93,,,,,,,,,,,66.4,45.1,117.19,650.0,142.28,138.74,144.78,,,,,,,,,,,42.77,31.82,87.8,379.22,75.52,58.45,77.84,,,,,,,,,,,56.04,36.98,101.67,134.29,91.76,33.23,81.47,,,,,,,,,,,56.04,36.98,101.67,134.29,92.47,33.24,81.47,,,,,,,,,,,41.95,36.21,88.43,491.38,72.76,25.24,59.96,,,,,,,,,,,54.09,38.43,103.67,527.77,108.0,96.93,113.72,,,,,,,,,,
204,36.32,26.05,74.51,183.97,-12.17,19.41,23.73,,,,,,,,,,,50.19,38.43,75.8,139.87,0.0,54.99,44.88,,,,,,,,,,,50.19,38.43,75.8,139.87,0.0,54.99,44.88,,,,,,,,,,,32.84,26.07,74.31,244.3,-0.1,23.18,44.88,,,,,,,,,,,42.0,31.26,95.94,368.01,77.22,95.56,106.88,,,,,,,,,,,63.41,45.74,106.91,405.61,99.66,186.24,119.74,,,,,,,,,,,58.98,43.9,106.91,221.1,114.95,133.58,113.91,,,,,,,,,,,58.98,43.9,106.91,221.1,114.95,133.58,113.91,,,,,,,,,,,59.52,45.51,106.91,441.61,100.81,100.59,112.0,,,,,,,,,,,65.85,47.68,127.38,650.0,162.36,166.76,135.03,,,,,,,,,,,46.84,34.65,88.77,325.96,30.12,88.74,79.28,,,,,,,,,,,54.99,40.92,95.02,157.08,61.73,80.21,82.78,,,,,,,,,,,54.99,40.92,95.02,157.29,64.36,80.21,82.78,,,,,,,,,,,46.3,37.92,87.73,349.78,31.49,58.72,83.83,,,,,,,,,,,53.74,40.02,110.18,449.26,106.21,115.65,118.41,,,,,,,,,,
205,37.94,25.63,54.24,48.77,63.73,36.01,80.43,,,,,,,,,,,50.68,30.07,73.49,91.47,66.2,66.18,1.72,,,,,,,,,,,50.68,30.07,73.49,115.3,66.2,66.18,1.72,,,,,,,,,,,35.34,26.76,60.14,225.08,66.2,4.84,26.53,,,,,,,,,,,41.47,29.87,90.08,299.99,90.08,96.36,105.47,,,,,,,,,,,74.06,45.89,90.21,433.15,118.46,120.51,154.16,,,,,,,,,,,58.98,44.0,106.23,192.01,105.84,122.23,90.92,,,,,,,,,,,58.98,44.0,106.23,192.01,105.84,122.23,90.92,,,,,,,,,,,74.06,45.23,91.36,508.13,105.84,105.11,109.19,,,,,,,,,,,75.99,48.09,112.92,508.13,155.23,178.51,140.11,,,,,,,,,,,50.88,35.21,73.59,254.41,92.0,79.62,103.51,,,,,,,,,,,55.6,41.32,92.58,138.05,89.69,91.84,44.52,,,,,,,,,,,55.6,41.32,92.58,142.35,89.69,91.84,44.52,,,,,,,,,,,53.17,39.11,74.74,327.91,87.5,55.13,74.36,,,,,,,,,,,59.69,41.79,103.35,360.35,116.56,114.22,116.38,,,,,,,,,,
206,37.73,22.94,46.74,203.61,84.95,-2.06,76.31,,,,,,,,,,,45.0,28.3,77.7,125.12,71.5,75.31,0.65,,,,,,,,,,,45.0,28.3,77.7,125.12,71.5,75.31,0.65,,,,,,,,,,,37.73,24.69,46.74,261.71,63.43,0.01,16.2,,,,,,,,,,,44.7,28.2,80.97,329.26,94.97,96.58,108.27,,,,,,,,,,,69.58,40.02,91.86,412.34,151.9,128.9,121.21,,,,,,,,,,,58.52,41.59,111.09,172.26,120.01,124.11,104.72,,,,,,,,,,,58.52,41.59,111.09,172.26,120.01,124.11,104.72,,,,,,,,,,,69.58,40.8,91.86,432.3,120.07,112.8,105.0,,,,,,,,,,,73.1,42.04,98.55,650.3,154.29,157.02,152.86,,,,,,,,,,,49.76,31.48,62.15,310.78,104.35,66.61,97.12,,,,,,,,,,,53.82,36.07,92.62,154.6,91.12,94.92,43.26,,,,,,,,,,,53.82,36.07,92.62,154.6,91.12,94.92,43.48,,,,,,,,,,,49.79,34.17,62.51,379.28,93.03,57.68,70.59,,,,,,,,,,,62.26,36.65,88.39,529.77,116.66,109.98,118.48,,,,,,,,,,
